loan_id,loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,issue_date,loan_status,purpose,addr_state,dti,delinq_2yrs,fico_range_low,fico_range_high,open_acc,pub_rec,revol_util,total_acc,total_pymnt
LC000790,15000,12130.55,36 months,12.39,501.01,C,C1,8 years,MORTGAGE,107335.27,2022-03-23,Current,vacation,AZ,14.48,1,844,848,5,0,62.2,17,6660.68
LC000791,40000,40000,36 months,17.25,1431.09,D,D5,< 1 year,MORTGAGE,47370.32,2019-03-30,Fully Paid,small_business,WI,24.85,0,626,630,12,0,31.3,13,44551.29
LC000792,35000,35000,36 months,18.73,1278.19,D,D3,< 1 year,RENT,31855.47,2019-02-14,Charged Off,medical,NJ,34.14,0,782,786,8,0,97.5,12,7958.64
LC000793,25000,25000,36 months,7.82,781.33,A,A1,5 years,MORTGAGE,75473.48,2024-03-30,Fully Paid,education,TN,38.99,0,708,712,7,1,99.8,15,26175.34
LC000794,40000,40000,36 months,11.15,1312.39,B,B1,6 years,MORTGAGE,18423.55,2022-10-08,Fully Paid,credit_card,NC,36.24,1,810,814,11,1,19.2,11,41597.4
LC000795,25000,24540.99,36 months,20.22,931.89,E,E2,2 years,RENT,84931.92,2019-10-19,Current,home_improvement,PA,16.69,2,757,761,9,0,93.1,22,11753.05
LC000796,35000,28689.81,36 months,8.97,1112.5,B,B4,8 years,MORTGAGE,82145.59,2022-03-06,Current,vacation,NC,7.36,0,594,598,5,0,98.3,7,17099.82
LC000797,35000,31369.25,36 months,6.68,1075.58,A,A5,6 years,RENT,27125.72,2018-02-25,Current,medical,MA,24.56,0,680,684,4,0,94.1,18,16049.92
LC000798,40000,40000,36 months,13.37,1354.9,C,C4,1 year,RENT,61820.52,2022-02-18,Default,vacation,PA,29.38,0,777,781,19,0,97.3,24,16121.98
LC000799,30000,30000,60 months,19.19,781.36,D,D2,1 year,OWN,61357.71,2023-03-29,Fully Paid,small_business,OH,14.39,2,596,600,23,0,65.2,32,7010.53
LC000800,40000,40000,36 months,22.73,1542.77,E,E2,3 years,RENT,40228.07,2021-04-17,Charged Off,small_business,TN,33.55,0,623,627,16,0,76.3,23,20822.64
LC000801,40000,26499.99,36 months,13.41,1355.67,C,C4,3 years,RENT,144388.59,2021-09-09,Current,auto,TX,24.0,1,614,618,21,1,82.6,29,8670.56
LC000802,20000,12541.03,36 months,19.52,738.39,D,D3,4 years,OTHER,68746.15,2023-10-08,Current,education,VA,35.02,0,633,637,18,0,44.0,27,6898.49
LC000803,20000,20000,60 months,28.92,633.86,F,F3,1 year,MORTGAGE,48253.03,2018-03-05,Charged Off,credit_card,GA,29.1,0,823,827,21,0,78.3,24,1765.0
LC000804,35000,35000,36 months,15.22,1217.06,C,C5,2 years,MORTGAGE,60742.08,2021-06-07,Default,credit_card,TN,19.9,1,850,854,18,0,76.4,19,17587.72
LC000805,20000,20000,36 months,5.13,600.59,A,A4,1 year,RENT,73724.21,2024-08-23,Fully Paid,vacation,GA,30.51,0,775,779,24,0,90.4,31,5622.75
LC000806,15000,15000,36 months,8.3,472.12,A,A5,3 years,RENT,59871.54,2019-11-19,Fully Paid,debt_consolidation,FL,39.42,2,844,848,18,0,55.6,24,4663.12
LC000807,35000,35000,36 months,6.33,1070.01,A,A1,3 years,RENT,78255.28,2020-02-15,Fully Paid,home_improvement,MI,6.04,0,826,830,24,0,8.4,33,41205.12
LC000808,10000,10000,60 months,10.56,215.24,B,B3,10+ years,RENT,85669.57,2020-03-09,Fully Paid,education,MD,32.52,1,721,725,15,0,55.0,19,10481.27
LC000809,15000,15000,60 months,5.01,283.14,A,A2,1 year,RENT,51620.2,2018-07-08,Fully Paid,education,AZ,14.76,0,748,752,25,0,7.4,25,1734.75
LC000810,10000,10000,60 months,14.82,236.96,C,C3,8 years,RENT,49579.88,2024-12-08,Fully Paid,vacation,WI,37.99,1,724,728,2,0,10.0,10,10122.51
LC000811,35000,35000,36 months,10.37,1135.44,B,B5,10+ years,MORTGAGE,33776.01,2024-04-04,Fully Paid,home_improvement,TN,26.76,0,661,665,14,0,52.7,27,31237.3
LC000812,30000,30000,36 months,13.81,1022.56,C,C5,10+ years,OWN,94348.51,2019-06-28,Fully Paid,credit_card,MA,20.91,0,773,777,2,0,2.2,4,21791.16
LC000813,10000,10000,36 months,14.21,342.8,C,C2,10+ years,MORTGAGE,51665.87,2019-04-28,Fully Paid,moving,MI,38.03,2,768,772,6,0,36.1,16,9975.44
LC000814,10000,10000,60 months,14.17,233.56,C,C4,7 years,MORTGAGE,89828.17,2022-11-20,Fully Paid,small_business,IL,27.57,0,654,658,10,0,40.2,14,5011.21
LC000815,15000,11227.09,36 months,12.42,501.23,C,C4,5 years,OWN,80758.32,2018-01-12,Current,small_business,IL,28.84,1,770,774,17,0,43.5,21,0.41
LC000816,30000,30000,60 months,13.64,692.46,C,C1,7 years,RENT,32097.04,2024-04-12,Charged Off,medical,CA,21.08,0,688,692,6,0,99.1,11,9363.07
LC000817,40000,40000,36 months,20.96,1506.18,E,E5,< 1 year,MORTGAGE,24971.18,2018-09-27,Fully Paid,credit_card,MO,19.69,2,779,783,19,0,37.3,34,8390.41
LC000818,10000,5354.4,60 months,15.92,242.76,C,C1,7 years,RENT,109810.79,2018-08-07,Current,small_business,OH,16.02,0,798,802,4,0,36.2,18,1382.04
LC000819,25000,25000,36 months,10.47,812.21,B,B1,1 year,OWN,175206.03,2022-08-16,Fully Paid,medical,NC,15.26,0,652,656,20,0,55.5,26,14902.59
LC000820,15000,15000,36 months,19.91,556.77,D,D5,6 years,MORTGAGE,100498.62,2021-09-23,Fully Paid,credit_card,MO,15.88,2,622,626,8,0,7.1,16,5492.02
LC000821,30000,17906.34,36 months,6.53,919.88,A,A4,7 years,MORTGAGE,91845.91,2021-01-23,Current,education,TX,35.85,1,703,707,12,0,52.9,24,5887.11
LC000822,15000,12149.06,36 months,25.91,603.64,F,F3,7 years,RENT,60258.69,2022-12-30,Current,medical,TX,37.24,2,732,736,14,0,33.1,15,2569.08
LC000823,5000,5000,36 months,10.58,162.7,B,B4,1 year,OWN,30612.15,2024-09-23,Fully Paid,auto,FL,16.67,0,746,750,5,0,30.9,5,3276.2
LC000824,25000,23662.11,36 months,14.82,864.43,C,C4,< 1 year,MORTGAGE,32392.11,2021-07-14,Current,medical,NY,18.62,0,670,674,7,0,62.0,14,9467.61
LC000825,5000,5000,36 months,5.28,150.48,A,A3,< 1 year,MORTGAGE,125642.98,2022-12-08,Fully Paid,credit_card,TX,12.51,2,673,677,13,0,68.6,21,6235.17
LC000826,40000,40000,36 months,14.38,1374.5,C,C4,9 years,OWN,184701.31,2018-07-17,Fully Paid,education,MI,17.39,0,767,771,22,0,75.0,24,14379.13
LC000827,15000,14189.3,60 months,11.78,332.0,B,B1,9 years,OWN,38068.37,2024-11-17,Current,auto,NJ,19.99,0,839,843,21,0,6.4,30,8171.71
LC000828,35000,35000,36 months,8.75,1108.92,B,B2,3 years,RENT,51875.66,2018-10-29,Fully Paid,moving,TN,38.73,0,586,590,22,0,94.2,23,45336.87
LC000829,25000,25000,60 months,13.23,571.77,C,C2,< 1 year,MORTGAGE,82767.35,2021-09-30,Fully Paid,auto,PA,39.53,0,695,699,2,0,37.7,7,4686.36
LC000830,35000,17766.58,36 months,9.14,1115.27,B,B4,1 year,OWN,49798.02,2020-06-15,Current,medical,NJ,23.8,0,674,678,20,0,94.6,24,8394.23
LC000831,35000,27238.46,36 months,14.04,1196.9,C,C4,9 years,RENT,32709.0,2021-02-27,Current,credit_card,MA,10.3,0,639,643,4,0,79.4,4,16049.25
LC000832,35000,35000,36 months,13.25,1183.51,C,C5,7 years,RENT,72923.95,2023-02-18,Fully Paid,vacation,PA,13.08,0,703,707,15,0,79.7,19,44798.74
LC000833,5000,4215.99,36 months,20.72,187.66,E,E5,< 1 year,OWN,87437.41,2023-11-19,Current,vacation,MD,38.51,1,630,634,22,0,17.1,33,1430.6
LC000834,30000,30000,36 months,9.66,963.23,B,B1,5 years,MORTGAGE,60078.53,2022-04-13,Fully Paid,debt_consolidation,TX,30.56,0,740,744,20,0,47.0,23,36018.04
LC000835,25000,25000,60 months,13.33,573.06,C,C5,2 years,RENT,58621.02,2018-08-10,Fully Paid,auto,WI,35.32,0,629,633,18,0,47.6,18,21258.16
LC000836,10000,10000,60 months,16.26,244.56,D,D2,2 years,RENT,98123.43,2019-06-07,Fully Paid,auto,TX,38.48,0,680,684,24,0,62.7,24,3628.21
LC000837,15000,12616.36,36 months,7.43,466.11,A,A4,< 1 year,RENT,59200.25,2021-10-06,Current,education,NC,18.05,1,679,683,3,0,50.3,16,6244.18
LC000838,10000,10000,36 months,10.64,325.68,B,B5,8 years,MORTGAGE,56535.86,2023-04-08,Fully Paid,debt_consolidation,PA,31.88,0,591,595,22,0,41.5,24,3618.04
LC000839,25000,25000,36 months,20.27,932.53,E,E1,6 years,OWN,16577.5,2022-02-11,Charged Off,credit_card,AZ,10.68,2,621,625,8,0,1.4,9,6907.57
LC000840,15000,15000,36 months,16.34,529.88,D,D1,3 years,RENT,42850.29,2021-05-15,Charged Off,moving,AZ,18.78,0,765,769,3,0,76.2,11,6163.72
LC000841,30000,30000,36 months,12.03,996.86,C,C2,6 years,RENT,92131.93,2018-12-29,Fully Paid,small_business,NC,18.19,0,812,816,8,0,13.5,11,26956.73
LC000842,30000,30000,36 months,21.07,1131.33,E,E3,1 year,MORTGAGE,139996.17,2024-12-25,Late (31-120 days),small_business,GA,28.77,1,842,846,22,0,73.4,25,11844.27
LC000843,30000,30000,60 months,15.22,717.17,C,C4,3 years,RENT,46457.08,2022-02-02,Charged Off,auto,GA,30.21,3,724,728,16,0,36.5,17,17088.55
LC000844,40000,40000,36 months,6.42,1224.5,A,A2,4 years,MORTGAGE,42315.55,2023-08-08,Fully Paid,moving,WA,30.16,1,769,773,16,0,68.9,24,38643.79
LC000845,20000,20000,36 months,21.75,761.22,E,E3,5 years,RENT,109047.82,2018-09-18,Charged Off,medical,IL,39.69,0,718,722,14,0,77.6,26,3426.61
LC000846,25000,25000,60 months,6.78,492.44,A,A1,3 years,RENT,137938.85,2022-06-15,Fully Paid,moving,PA,11.49,0,784,788,21,0,37.1,33,2906.39
LC000847,10000,8883.76,36 months,21.06,377.06,E,E3,4 years,MORTGAGE,36569.81,2020-10-12,Current,small_business,AZ,37.66,3,726,730,3,1,65.0,9,4723.3
LC000848,40000,40000,60 months,9.29,835.98,B,B1,8 years,RENT,55886.43,2019-11-16,Fully Paid,home_improvement,NY,28.82,0,589,593,2,0,12.2,13,25438.44
LC000849,30000,30000,60 months,23.26,850.2,E,E5,2 years,MORTGAGE,47914.19,2023-08-03,Fully Paid,moving,OH,30.87,1,670,674,15,0,46.0,23,34308.97
LC000850,30000,30000,60 months,23.5,854.35,E,E1,< 1 year,RENT,79129.98,2022-07-24,Fully Paid,moving,CA,12.79,0,807,811,16,0,40.0,26,26245.4
LC000851,5000,5000,60 months,5.13,94.65,A,A3,1 year,OWN,106920.32,2019-05-07,Fully Paid,medical,GA,21.93,0,671,675,25,0,31.9,31,5115.44
LC000852,10000,8631.27,36 months,10.23,323.75,B,B4,9 years,MORTGAGE,64022.3,2019-12-22,Current,debt_consolidation,WI,6.23,0,642,646,8,0,70.8,20,4432.74
LC000853,30000,15021.36,60 months,19.31,783.34,D,D3,2 years,MORTGAGE,35968.98,2020-07-18,Current,auto,IN,28.9,0,700,704,6,0,77.0,20,3276.97
LC000854,20000,20000,36 months,13.69,680.55,C,C2,1 year,MORTGAGE,81810.52,2018-07-06,Fully Paid,education,WI,17.25,0,597,601,17,1,55.1,31,20347.79
LC000855,40000,40000,36 months,16.5,1416.18,D,D2,4 years,MORTGAGE,53470.13,2023-07-13,Charged Off,education,NC,17.4,0,693,697,19,0,18.3,21,18704.42
LC000856,15000,15000,60 months,12.84,340.07,C,C3,10+ years,MORTGAGE,56007.71,2024-10-24,Fully Paid,small_business,VA,12.58,2,658,662,6,1,50.8,9,16945.16
LC000857,30000,30000,60 months,12.84,680.14,C,C2,7 years,MORTGAGE,52534.92,2019-04-15,Charged Off,medical,WA,36.51,1,704,708,22,0,79.8,24,4964.03
LC000858,25000,20710.64,60 months,19.09,649.75,D,D1,7 years,MORTGAGE,58801.34,2023-09-15,Current,education,GA,16.34,0,586,590,23,0,17.4,24,4798.03
LC000859,15000,15000,60 months,11.78,332.0,B,B3,1 year,OWN,41726.69,2021-09-13,Fully Paid,debt_consolidation,MD,17.89,0,799,803,25,0,76.6,35,11872.18
LC000860,40000,40000,36 months,9.75,1286.0,B,B2,10+ years,RENT,69012.36,2018-10-19,Charged Off,moving,FL,21.7,0,580,584,6,0,97.5,6,2155.33
LC000861,35000,35000,36 months,11.67,1156.99,B,B2,9 years,RENT,76684.24,2019-11-07,Fully Paid,moving,GA,21.2,0,812,816,14,1,47.4,16,44873.78
LC000862,5000,4074.91,36 months,6.61,153.5,A,A4,1 year,RENT,89428.84,2024-05-30,Current,medical,OH,25.19,0,823,827,22,0,84.0,28,934.53
LC000863,15000,15000,36 months,9.32,479.23,B,B1,< 1 year,MORTGAGE,117575.45,2021-01-20,Default,moving,MI,10.55,1,615,619,13,0,48.6,25,10.72
LC000864,35000,35000,36 months,10.24,1133.3,B,B5,< 1 year,OWN,57286.74,2021-11-24,Fully Paid,debt_consolidation,NC,20.67,1,810,814,11,0,81.5,23,4468.25
LC000865,5000,5000,36 months,10.56,162.65,B,B3,< 1 year,RENT,82642.15,2019-07-17,Fully Paid,education,GA,14.53,0,798,802,21,0,7.9,32,4668.33
LC000866,15000,15000,36 months,14.12,513.54,C,C1,9 years,MORTGAGE,39217.36,2023-11-19,Charged Off,vacation,MD,28.6,0,798,802,11,0,31.4,20,3541.24
LC000867,30000,30000,60 months,23.01,845.89,E,E4,4 years,RENT,71654.27,2024-11-11,Fully Paid,auto,WI,37.97,0,729,733,25,0,78.5,34,12928.37
LC000868,35000,28744.54,36 months,13.06,1180.3,C,C2,8 years,MORTGAGE,65381.12,2024-10-15,Current,auto,MD,28.66,0,667,671,6,0,50.0,10,15217.42
LC000869,5000,5000,60 months,15.99,121.56,C,C3,10+ years,RENT,39831.53,2021-08-31,Fully Paid,vacation,VA,20.59,0,611,615,24,0,76.1,39,4758.53
LC000870,15000,15000,36 months,8.63,474.42,B,B3,5 years,OWN,56574.9,2024-05-09,Fully Paid,debt_consolidation,IL,15.56,0,801,805,11,0,72.3,18,3419.45
LC000871,35000,35000,36 months,19.46,1291.12,D,D2,1 year,MORTGAGE,86895.04,2024-03-24,Late (31-120 days),home_improvement,MD,25.82,0,677,681,12,0,83.9,12,5482.92
LC000872,35000,22925.48,36 months,9.86,1127.05,B,B3,3 years,OWN,24924.31,2019-10-08,Current,small_business,TX,12.8,1,769,773,3,0,18.3,16,4026.93
LC000873,20000,20000,60 months,10.82,433.06,B,B2,< 1 year,MORTGAGE,68623.05,2019-07-31,Fully Paid,medical,WA,19.55,1,782,786,19,0,79.1,29,5671.78
LC000874,40000,40000,60 months,17.05,995.18,D,D1,6 years,OWN,55586.56,2018-07-12,Fully Paid,vacation,WI,15.57,0,743,747,3,0,79.1,14,22760.49
LC000875,15000,15000,36 months,5.7,454.29,A,A3,3 years,RENT,133390.8,2020-06-01,Fully Paid,debt_consolidation,GA,39.79,0,699,703,2,0,40.1,5,6065.5
LC000876,35000,21185.66,36 months,15.13,1215.52,C,C1,5 years,RENT,75274.12,2020-10-17,Current,debt_consolidation,PA,33.55,0,804,808,15,0,60.9,25,994.56
LC000877,25000,25000,36 months,23.26,971.13,E,E2,2 years,MORTGAGE,94238.08,2023-02-21,Fully Paid,debt_consolidation,NY,6.02,2,718,722,24,0,4.7,33,31228.36
LC000878,10000,10000,36 months,15.33,348.27,C,C2,7 years,RENT,51872.74,2020-12-16,Fully Paid,credit_card,MO,27.26,1,833,837,12,0,62.2,17,2849.03
LC000879,10000,10000,36 months,16.72,355.14,D,D2,1 year,MORTGAGE,20384.57,2020-10-10,Charged Off,auto,MA,6.4,0,755,759,14,0,71.2,18,4766.57
LC000880,5000,4831.33,36 months,5.82,151.7,A,A1,10+ years,MORTGAGE,130638.78,2023-02-05,Current,moving,MI,29.09,0,792,796,25,0,89.0,27,1734.25
LC000881,30000,30000,60 months,11.07,653.32,B,B5,5 years,RENT,73346.86,2020-10-20,Fully Paid,moving,PA,8.83,0,632,636,7,1,94.4,15,33857.58
LC000882,30000,19571.0,36 months,7.4,931.81,A,A1,< 1 year,MORTGAGE,50456.42,2020-04-08,Current,medical,MI,35.77,2,775,779,8,0,0.2,14,9871.04
LC000883,25000,18710.44,60 months,13.86,579.89,C,C5,7 years,MORTGAGE,66346.89,2024-11-12,Current,credit_card,OH,5.36,0,771,775,21,0,68.4,23,7004.22
LC000884,15000,15000,36 months,23.79,586.84,E,E4,6 years,MORTGAGE,49875.93,2019-10-18,Late (31-120 days),small_business,CA,16.08,0,699,703,10,1,47.4,15,3143.61
LC000885,15000,15000,36 months,5.53,453.14,A,A5,2 years,MORTGAGE,24146.55,2020-08-10,Fully Paid,moving,IL,7.5,0,790,794,8,0,31.5,20,16380.03
LC000886,30000,30000,36 months,18.65,1094.38,D,D2,2 years,MORTGAGE,31903.02,2018-06-28,Fully Paid,vacation,GA,5.95,0,753,757,5,0,22.3,6,5312.36
LC000887,10000,10000,36 months,14.84,345.87,C,C2,< 1 year,MORTGAGE,51234.31,2024-07-15,Fully Paid,credit_card,NC,35.44,0,793,797,19,0,89.3,22,5673.56
LC000888,5000,5000,36 months,28.77,208.9,F,F2,1 year,MORTGAGE,145276.69,2022-05-08,Charged Off,medical,WA,37.48,0,834,838,16,0,83.1,26,1787.38
LC000889,15000,15000,36 months,18.86,548.78,D,D2,1 year,MORTGAGE,48374.7,2019-10-31,Charged Off,vacation,OH,10.07,0,618,622,8,0,6.4,17,2532.64
LC000890,10000,10000,60 months,12.36,224.27,C,C5,< 1 year,MORTGAGE,137135.97,2019-10-21,Fully Paid,auto,FL,20.63,0,788,792,20,1,27.7,23,1684.16
LC000891,15000,15000,36 months,22.82,579.24,E,E4,4 years,MORTGAGE,44592.69,2019-01-30,Fully Paid,debt_consolidation,NJ,17.17,0,680,684,25,0,54.3,31,5896.89
LC000892,30000,30000,36 months,14.21,1028.39,C,C2,6 years,OWN,62494.08,2022-06-19,Charged Off,education,PA,19.63,1,667,671,23,0,6.2,37,16804.12
LC000893,20000,20000,36 months,20.86,752.06,E,E2,4 years,MORTGAGE,69751.49,2019-12-27,Charged Off,home_improvement,GA,36.5,0,622,626,18,0,63.0,30,11581.59
LC000894,15000,15000,36 months,5.7,454.29,A,A1,< 1 year,MORTGAGE,27138.22,2020-02-05,Fully Paid,home_improvement,IN,26.31,0,630,634,23,0,97.0,34,8809.09
LC000895,35000,19543.63,60 months,23.02,987.07,E,E4,6 years,MORTGAGE,45216.76,2020-10-10,Current,small_business,MA,33.89,0,665,669,2,1,52.2,10,10767.22
LC000896,20000,20000,36 months,18.16,724.65,D,D3,2 years,RENT,119825.79,2022-05-20,Fully Paid,education,MO,28.13,0,671,675,25,2,82.1,29,16679.25
LC000897,25000,18063.15,36 months,10.66,814.45,B,B1,< 1 year,OWN,34126.45,2022-12-26,Current,small_business,MD,36.19,0,663,667,12,0,67.0,12,6799.71
LC000898,25000,25000,36 months,5.22,751.74,A,A5,4 years,OWN,49800.84,2023-08-02,Fully Paid,credit_card,WI,26.66,0,828,832,2,0,59.5,11,14668.84
LC000899,25000,25000,36 months,5.39,753.66,A,A5,5 years,RENT,30606.44,2022-04-09,Fully Paid,vacation,CA,15.11,2,814,818,18,0,39.8,21,2796.29
LC000900,5000,5000,36 months,12.66,167.65,C,C5,3 years,MORTGAGE,50044.82,2021-01-13,Charged Off,medical,VA,21.05,0,783,787,14,0,6.1,19,1.63
LC000901,5000,5000,36 months,21.32,189.2,E,E5,7 years,RENT,87636.38,2024-03-16,Fully Paid,auto,CA,33.52,0,701,705,21,0,83.3,24,5229.82
LC000902,35000,35000,60 months,20.41,935.29,E,E1,7 years,RENT,48136.06,2021-04-14,Fully Paid,medical,MD,32.25,0,762,766,22,1,94.9,34,44607.41
LC000903,40000,40000,60 months,15.66,965.51,C,C3,4 years,RENT,52287.01,2020-04-15,Fully Paid,home_improvement,TX,27.88,0,821,825,7,0,3.5,10,18544.77
LC000904,35000,35000,60 months,26.9,1066.65,F,F2,7 years,MORTGAGE,244464.43,2019-04-24,Charged Off,credit_card,WI,38.41,0,785,789,13,1,37.7,17,2875.47
LC000905,5000,5000,36 months,21.03,188.45,E,E2,3 years,OWN,71643.26,2024-09-26,Charged Off,small_business,FL,36.53,0,735,739,19,0,37.2,26,1603.13
LC000906,20000,11431.86,60 months,8.86,413.81,B,B4,10+ years,OWN,30581.82,2018-10-06,Current,moving,GA,35.16,0,608,612,2,0,65.8,4,6652.73
LC000907,20000,20000,36 months,14.47,688.13,C,C4,8 years,MORTGAGE,99076.35,2021-11-19,Fully Paid,credit_card,FL,29.93,0,744,748,19,0,66.8,24,9864.6
LC000908,5000,5000,36 months,10.35,162.16,B,B1,8 years,MORTGAGE,57146.99,2020-05-29,Fully Paid,small_business,MI,17.71,0,627,631,10,0,47.1,21,4890.8
LC000909,25000,25000,60 months,22.81,702.04,E,E3,8 years,RENT,56859.99,2023-06-24,Charged Off,debt_consolidation,GA,21.08,1,713,717,11,0,3.7,18,3266.6
LC000910,15000,15000,36 months,6.49,459.67,A,A1,10+ years,RENT,74051.38,2020-03-15,Fully Paid,vacation,AZ,21.61,0,669,673,19,0,47.9,34,2626.71
LC000911,20000,20000,60 months,8.24,407.83,A,A4,7 years,MORTGAGE,79044.13,2023-05-14,Fully Paid,medical,WA,21.89,0,842,846,3,0,10.7,16,12624.63
LC000912,10000,10000,36 months,11.95,331.9,B,B2,9 years,MORTGAGE,68300.57,2020-12-09,Late (31-120 days),credit_card,TX,33.48,0,649,653,20,0,37.6,33,3515.02
LC000913,30000,30000,36 months,6.68,921.93,A,A1,6 years,MORTGAGE,29400.34,2023-11-09,Fully Paid,medical,PA,23.6,0,699,703,23,0,70.4,36,12969.67
LC000914,40000,34903.85,36 months,22.33,1534.46,E,E5,7 years,RENT,29801.98,2023-10-25,Current,debt_consolidation,PA,24.64,0,769,773,17,0,34.8,21,9691.28
LC000915,20000,14254.54,60 months,14.56,471.19,C,C1,3 years,MORTGAGE,88583.18,2020-12-11,Current,home_improvement,NC,20.81,0,621,625,16,0,58.0,25,6504.77
LC000916,5000,4344.72,36 months,5.73,151.5,A,A4,< 1 year,RENT,42260.12,2021-01-31,Current,credit_card,MD,31.32,0,638,642,4,0,98.5,6,1608.92
LC000917,10000,10000,36 months,21.78,380.77,E,E5,< 1 year,MORTGAGE,68468.95,2022-03-11,Fully Paid,credit_card,IN,17.96,1,655,659,19,1,58.5,26,10054.53
LC000918,20000,20000,36 months,12.51,669.17,C,C1,5 years,RENT,120144.18,2023-12-22,Fully Paid,moving,MI,31.11,0,642,646,5,0,8.0,12,10389.48
LC000919,10000,10000,60 months,11.49,219.88,B,B4,6 years,MORTGAGE,69822.83,2022-06-29,Fully Paid,credit_card,IN,6.5,1,747,751,3,0,71.4,9,10090.31
LC000920,20000,20000,36 months,5.73,606.0,A,A4,1 year,MORTGAGE,61125.66,2019-01-06,Fully Paid,medical,MA,26.65,0,583,587,22,0,87.3,35,17615.88
LC000921,15000,15000,60 months,21.43,409.44,E,E4,< 1 year,RENT,38715.12,2023-09-13,Late (31-120 days),moving,TN,9.05,0,774,778,11,1,61.3,15,7697.34
LC000922,20000,20000,36 months,13.18,675.61,C,C4,3 years,MORTGAGE,53225.54,2019-03-06,Charged Off,moving,NJ,18.22,0,710,714,10,0,41.2,11,4017.15
LC000923,30000,30000,36 months,23.85,1174.62,E,E3,4 years,OWN,53874.28,2022-09-16,Fully Paid,small_business,IN,28.42,0,580,584,6,0,26.4,21,25815.36
LC000924,20000,20000,36 months,19.71,740.32,D,D4,4 years,MORTGAGE,42651.36,2024-05-22,Fully Paid,vacation,MO,25.13,0,602,606,15,0,75.5,15,24523.63
LC000925,20000,20000,60 months,15.32,479.16,C,C3,1 year,OWN,24638.89,2018-03-29,Charged Off,education,MO,23.82,1,812,816,6,0,26.6,12,9466.03
LC000926,5000,5000,60 months,16.81,123.75,D,D3,7 years,MORTGAGE,164232.16,2023-09-29,Fully Paid,auto,OH,25.67,0,847,851,4,0,46.9,15,3197.04
LC000927,35000,35000,36 months,19.88,1298.59,D,D1,9 years,OWN,107214.17,2018-10-05,Charged Off,small_business,GA,9.47,0,648,652,13,0,3.9,21,731.85
LC000928,25000,25000,36 months,12.27,833.59,C,C4,9 years,MORTGAGE,57931.33,2024-03-06,Charged Off,debt_consolidation,WI,29.15,0,719,723,5,0,37.1,12,4643.5
LC000929,40000,40000,60 months,24.17,1154.67,F,F2,4 years,OTHER,39255.65,2020-04-18,Fully Paid,credit_card,NY,24.53,0,657,661,25,0,93.2,38,42085.64
LC000930,35000,35000,36 months,5.35,1054.49,A,A1,7 years,MORTGAGE,70191.65,2020-05-31,Fully Paid,debt_consolidation,IL,26.76,0,598,602,8,0,9.9,20,32667.26
LC000931,35000,35000,36 months,8.13,1098.87,A,A2,7 years,RENT,30305.71,2023-03-20,Fully Paid,credit_card,CA,9.74,0,764,768,8,0,3.1,18,13722.59
LC000932,10000,10000,60 months,9.16,208.36,B,B5,2 years,MORTGAGE,54935.46,2023-09-18,Fully Paid,home_improvement,WA,27.9,0,667,671,7,0,81.2,8,2439.4
LC000933,10000,10000,36 months,20.0,371.64,D,D3,4 years,MORTGAGE,149411.69,2018-08-09,Default,small_business,GA,10.85,1,615,619,17,0,30.6,30,5140.97
LC000934,35000,35000,36 months,20.06,1301.8,E,E2,6 years,OWN,43605.22,2024-07-17,Fully Paid,moving,TN,12.51,0,718,722,4,0,93.6,4,29415.01
LC000935,30000,30000,60 months,8.83,620.28,B,B2,5 years,MORTGAGE,49925.5,2019-07-03,Fully Paid,credit_card,VA,21.46,0,620,624,22,0,71.9,22,7030.08
LC000936,30000,26867.46,36 months,8.34,944.8,A,A1,6 years,MORTGAGE,21690.24,2024-10-20,Current,education,NC,37.28,1,626,630,7,0,40.4,16,14642.24
LC000937,5000,5000,36 months,15.63,174.87,C,C4,9 years,RENT,32970.35,2024-05-01,Fully Paid,debt_consolidation,TN,14.42,0,813,817,10,0,43.8,12,1283.78
LC000938,20000,20000,60 months,9.88,423.76,B,B1,3 years,RENT,24351.84,2021-01-12,Fully Paid,debt_consolidation,IN,26.89,3,681,685,12,0,26.9,25,15778.02
LC000939,5000,3871.36,60 months,12.67,112.92,C,C3,< 1 year,RENT,47181.21,2018-01-07,Current,auto,CA,11.98,2,831,835,23,0,1.5,33,875.48
LC000940,5000,5000,36 months,16.01,175.81,D,D4,7 years,RENT,54267.87,2022-04-24,Charged Off,small_business,GA,31.88,0,626,630,5,0,0.3,7,604.62
LC000941,5000,5000,36 months,13.55,169.8,C,C5,< 1 year,RENT,67679.73,2023-05-21,Default,education,GA,30.66,3,733,737,19,1,94.2,32,2764.08
LC000942,20000,20000,60 months,17.74,505.04,D,D5,5 years,MORTGAGE,62373.19,2019-01-14,Charged Off,vacation,VA,30.31,0,705,709,16,0,88.1,26,6014.98
LC000943,5000,5000,36 months,16.27,176.45,D,D3,2 years,MORTGAGE,108841.34,2021-03-06,Charged Off,medical,WA,31.69,0,722,726,15,0,37.5,23,2148.34
LC000944,10000,7503.99,36 months,7.41,310.65,A,A5,5 years,RENT,162493.02,2019-09-04,Current,education,IL,9.82,0,693,697,18,1,28.9,18,315.29
